ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,MSRP,DISCOUNT,IS_BIG_DEAL,STATUS_Disputed,STATUS_In Process,STATUS_On Hold,STATUS_Resolved,STATUS_Shipped,PRODUCTLINE_Motorcycles,PRODUCTLINE_Planes,PRODUCTLINE_Ships,PRODUCTLINE_Trains,PRODUCTLINE_Trucks and Buses,PRODUCTLINE_Vintage Cars,COUNTRY_Austria,COUNTRY_Belgium,COUNTRY_Canada,COUNTRY_Denmark,COUNTRY_Finland,COUNTRY_France,COUNTRY_Germany,COUNTRY_Ireland,COUNTRY_Italy,COUNTRY_Japan,COUNTRY_Norway,COUNTRY_Philippines,COUNTRY_Singapore,COUNTRY_Spain,COUNTRY_Sweden,COUNTRY_Switzerland,COUNTRY_UK,COUNTRY_USA,DEALSIZE_Medium,DEALSIZE_Small,SEGMENT
10237,-1.2415975539305957,0.815813649813242,-0.6627180884352201,-0.14224584412333427,93,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
10251,-0.7282356266433977,0.815813649813242,-0.19843263602305977,-0.14224584412333427,93,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10263,-0.11220131389876024,0.815813649813242,0.06656303740048905,-0.14224584412333427,93,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10275,1.017194926133075,0.42283661143378937,0.3386180217963865,-0.14224584412333427,94,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
10285,0.09314345701611891,0.815813649813242,0.2962621559622947,-0.14224584412333427,93,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10299,-1.2415975539305957,0.815813649813242,-0.5193597733044478,-0.14224584412333427,93,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10309,0.6065053843033168,0.815813649813242,0.45645421264251373,-0.14224584412333427,93,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
10318,1.1198673115905147,0.5210808710286525,0.43690535148831755,-0.14224584412333427,94,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10329,0.7091777697607564,0.815813649813242,0.45754026048441354,-0.14224584412333427,93,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10341,0.6065053843033168,0.815813649813242,2.271783180378013,-0.14224584412333427,93,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10361,-1.5496147103029143,-0.5596059845148423,-1.1416651867130276,-0.14224584412333427,94,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10375,-1.4469423248454747,-2.4262469168172425,-1.5315563619550523,-0.14224584412333427,94,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10388,0.7091777697607564,-0.36311746532511596,-0.18811518152501175,-0.14224584412333427,94,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
10403,-1.138925168473156,0.815813649813242,-0.6078726724192807,-0.14224584412333427,93,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10417,3.1733150207393064,0.815813649813242,2.1517748938480863,-0.14224584412333427,93,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
10103,-0.9335803975582768,0.815813649813242,1.004908372801908,2.8193681712011514,213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10112,-0.6255632411859581,0.815813649813242,1.9850665501164686,2.8193681712011514,213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
10126,0.29848822793099805,0.815813649813242,2.050229420630456,2.8193681712011514,213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
10140,0.1958158424735585,0.815813649813242,2.0746654970732012,2.8193681712011514,213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
10150,1.017194926133075,0.815813649813242,4.039869066990872,2.8193681712011514,213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
10163,-1.4469423248454747,0.815813649813242,0.7095033598051649,2.8193681712011514,213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10174,-0.11220131389876024,0.815813649813242,2.422200806481134,2.8193681712011514,213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10183,-1.2415975539305957,0.815813649813242,0.9875316073315111,2.8193681712011514,213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10194,0.7091777697607564,0.815813649813242,2.02905148771341,2.8193681712011514,213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10206,1.2225396970479543,0.815813649813242,2.992375923478524,2.8193681712011514,213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10215,-0.009528928441320661,0.815813649813242,1.3692774237592875,2.8193681712011514,213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10228,-0.6255632411859581,0.815813649813242,1.5799707050878466,2.8193681712011514,213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10245,-0.11220131389876024,0.815813649813242,1.3937135002020327,2.8193681712011514,213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10258,-0.3175460848136394,0.815813649813242,2.2408308168838693,2.8193681712011514,213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
10270,-1.4469423248454747,0.815813649813242,0.7339394362479101,2.8193681712011514,213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10280,-0.11220131389876024,0.815813649813242,2.422200806481134,2.8193681712011514,213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
10291,0.1958158424735585,0.815813649813242,1.9454258038871262,2.8193681712011514,213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
10304,1.2225396970479543,0.815813649813242,3.5940464278910076,2.8193681712011514,213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10312,1.325212082505394,0.815813649813242,4.381974137189306,2.8193681712011514,213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
10322,0.5038329988458772,0.815813649813242,1.3285506296880454,2.8193681712011514,213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10333,-0.9335803975582768,0.815813649813242,-0.2988920613987904,2.8193681712011514,213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10347,-0.5228908557285186,0.815813649813242,0.21209344821506096,2.8193681712011514,213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10357,-0.3175460848136394,0.815813649813242,1.1607562381145278,2.8193681712011514,213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10369,0.6065053843033168,0.815813649813242,0.5216170831565011,2.8193681712011514,213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10381,0.09314345701611891,0.815813649813242,2.552526547509109,2.8193681712011514,213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
10391,-1.138925168473156,0.815813649813242,-0.6176471029963788,2.8193681712011514,213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10411,-1.2415975539305957,0.815813649813242,0.3185261367212404,2.8193681712011514,213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10424,1.530556853420273,0.815813649813242,4.5872371793083655,2.8193681712011514,213,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
10107,0.40116061338843767,0.7666915200158104,0.186028300009466,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10120,-0.6255632411859581,0.6193251306235157,-0.41292708479826834,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10134,-0.8309080121008373,0.815813649813242,-0.13381278943002223,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10145,0.1958158424735585,0.815813649813242,0.8897873015605301,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10159,0.1958158424735585,0.815813649813242,0.7942150914733485,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10168,-0.8309080121008373,0.815813649813242,0.05787465466529074,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10180,0.7091777697607564,0.815813649813242,0.6199044128484322,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
10188,0.29848822793099805,0.6193251306235157,0.05787465466529074,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
10201,-1.138925168473156,0.815813649813242,-0.28694553513789267,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10210,-1.2415975539305957,0.815813649813242,-0.29563391787309096,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10223,1.2225396970479543,0.815813649813242,1.0146828033790058,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
10236,-1.344269939388035,0.815813649813242,-0.3808886734622245,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
10251,0.9145225406756355,0.815813649813242,1.196052792976271,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10263,0.5038329988458772,0.815813649813242,0.4988100784766056,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10275,-1.344269939388035,0.815813649813242,-0.35265142957282997,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10285,1.2225396970479543,0.815813649813242,1.5913742074277946,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10298,0.40116061338843767,0.6193251306235157,0.11054797499743056,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
10308,-0.11220131389876024,0.815813649813242,0.2658528163891006,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10318,1.017194926133075,0.815813649813242,1.0928782479957908,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10329,-1.5496147103029143,0.815813649813242,-0.2049489230744585,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10339,0.5038329988458772,-0.7560945037045687,-0.4330189698734144,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
10361,-0.9335803975582768,-1.5911707102609056,-1.2079141050689148,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10374,0.40116061338843767,0.815813649813242,0.94191759797172,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
10388,1.530556853420273,-1.9350256188429267,-0.7213646718978087,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
10402,1.017194926133075,0.815813649813242,1.2378656348894128,0.4301669487545075,117,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
10417,1.017194926133075,0.815813649813242,1.2671889266207073,0.4301669487545075,117,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
10107,-0.8309080121008373,0.815813649813242,1.3638471845497886,2.296730403790948,192,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10120,1.1198673115905147,0.815813649813242,3.1009807076685028,2.296730403790948,192,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10134,-0.42021847027107895,0.815813649813242,1.884064100819788,2.296730403790948,192,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10145,-0.21487369935619982,0.815813649813242,0.8810989188253318,2.296730403790948,192,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10159,-1.344269939388035,0.815813649813242,0.31418194535364125,2.296730403790948,192,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10168,-1.5496147103029143,0.815813649813242,0.34187616532208587,2.296730403790948,192,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10180,0.6065053843033168,0.815813649813242,2.898975809075142,2.296730403790948,192,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10188,1.017194926133075,0.815813649813242,2.8023175511460607,2.296730403790948,192,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
10201,1.4278844679628335,0.815813649813242,2.4498950264495787,2.296730403790948,192,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
10210,-0.11220131389876024,0.815813649813242,1.3953425719648824,2.296730403790948,192,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
10223,1.4278844679628335,0.815813649813242,3.3779229073529495,2.296730403790948,192,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10237,0.40116061338843767,0.815813649813242,1.884064100819788,2.296730403790948,192,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
10251,0.8118501552181959,0.815813649813242,1.9139304164720323,2.296730403790948,192,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
10263,0.6065053843033168,0.815813649813242,2.597054509027,2.296730403790948,192,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
10275,0.09314345701611891,0.815813649813242,1.8178151824639008,2.296730403790948,192,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
10285,-0.8309080121008373,0.815813649813242,1.0233711861142043,2.296730403790948,192,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10299,-0.6255632411859581,0.815813649813242,1.6994359676968236,2.296730403790948,192,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
10308,-1.5496147103029143,0.815813649813242,0.5520264227296953,2.296730403790948,192,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10318,0.1958158424735585,0.815813649813242,2.2337715059115206,2.296730403790948,192,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
10329,-0.9335803975582768,0.815813649813242,1.256871472122659,2.296730403790948,192,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10339,0.40116061338843767,-0.36311746532511596,-0.305951372371139,2.296730403790948,192,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10362,-1.344269939388035,0.815813649813242,0.060046750349090315,2.296730403790948,192,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10374,-1.344269939388035,0.815813649813242,0.1523608169105725,2.296730403790948,192,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10388,-1.4469423248454747,0.12810383264919986,-0.9402033120406165,2.296730403790948,192,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
10403,3.1733150207393064,0.815813649813242,4.524789428399128,2.296730403790948,192,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
10417,2.1465911661649106,0.815813649813242,3.076001607304808,2.296730403790948,192,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
10105,1.530556853420273,0.815813649813242,1.9845235261955185,0.8781421779632532,135,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10119,1.1198673115905147,0.815813649813242,0.7876988044219497,0.8781421779632532,135,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
10129,-0.21487369935619982,0.815813649813242,0.45862630832631335,0.8781421779632532,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10143,1.4278844679628335,0.815813649813242,1.1097119895452376,0.8781421779632532,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10155,-0.3175460848136394,0.815813649813242,0.5281333702078999,0.8781421779632532,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10167,0.9145225406756355,0.815813649813242,1.2872808116958532,0.8781421779632532,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
10178,-1.138925168473156,0.815813649813242,-0.033353364054291644,0.8781421779632532,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10186,-0.9335803975582768,0.815813649813242,0.1632212953295704,0.8781421779632532,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10197,1.017194926133075,0.815813649813242,0.9614664591259162,0.8781421779632532,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
10209,0.40116061338843767,0.815813649813242,0.8925024211652796,0.8781421779632532,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10222,1.4278844679628335,0.815813649813242,1.3269215579251956,0.8781421779632532,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
10248,-1.5496147103029143,0.815813649813242,-0.3493932860471306,0.8781421779632532,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
10261,-0.8309080121008373,0.815813649813242,-0.09525809104257969,0.8781421779632532,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10273,-0.5228908557285186,0.815813649813242,-0.024664981319093324,0.8781421779632532,135,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10283,-1.0362527830157164,0.815813649813242,-0.3048653245292392,0.8781421779632532,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10295,-1.138925168473156,0.815813649813242,-0.06864991891603482,0.8781421779632532,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10307,-1.344269939388035,0.815813649813242,-0.46777250081420774,0.8781421779632532,135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
